"1",2174735
"2",412452
"3",1699064
"4",752942
"5",576276
"6",924739
"7",525543
"8",1385115
"9",989807
"10",1699658
"11",1121215
"12",591994
"13",1235626
"14",3167099
"15",977764
"16",444428
