"1",4375900
"2",948600
"3",3500000
"4",1650000
"5",1187700
"6",2017700
"7",1148700
"8",2897700
"9",2085900
"10",3430400
"11",2358700
"12",1374700
"13",2394900
"14",5512800
"15",2038300
"16",985500
