SK0101,28114
SK0102,72660
SK0103,44122
SK0104,61518
SK0105,66098
SK0106,41593
SK0107,39973
SK0108,55729
SK0211,45221
SK0212,43222
SK0213,23711
SK0214,34428
SK0215,33282
SK0216,24805
SK0217,74405
SK0221,19623
SK0222,31846
SK0223,14214
SK0224,33852
SK0225,23420
SK0226,33875
SK0227,69583
SK0228,24394
SK0229,64896
SK0231,32136
SK0232,49221
SK0233,88800
SK0234,60925
SK0235,21926
SK0236,38430
SK0237,22447
SK0311,17042
SK0312,45642
SK0313,20313
SK0314,17984
SK0315,39285
SK0316,51522
SK0317,28912
SK0318,30043
SK0319,8996
SK031A,18321
SK031B,90418
SK0321,59858
SK0322,8426
SK0323,28334
SK0324,16775
SK0325,10912
SK0326,26570
SK0327,9875
SK0328,12931
SK0329,26499
SK032A,16477
SK032B,34506
SK032C,13284
SK032D,22885
SK0411,34969
SK0412,27383
SK0413,26160
SK0414,13889
SK0415,4840
SK0416,48390
SK0417,81450
SK0418,24158
SK0419,15409
SK041A,21988
SK041B,9063
SK041C,14361
SK041D,31957
SK0421,11620
SK0422,31308
SK0423,35685
SK0424,13200
SK0425,27797
SK0426,52410
SK0427,41273
SK0428,21026
SK0429,9866
SK042A,37620
SK042B,35008
